시퀀스,아파트코드,아파트명,주소(시도),주소(시군구),주소(읍면동),홈페이지,사용검사일,연면적,관리비부과면적,전체세대수,사용신청일,사용승인일,정보변경일,사용허가여부,일반인원,경비인원,청소인원,건설사,시행사,준공일자,건축면적,아파트평형,층수,주차대수,단지소개,아파트시설,음용수,전기안전관리자,전기안전관리방법,화재수신반유무,홈네트워크-주차관제시스템,기타메모,예산지출액,회계관리현태,화재수신반위치,엘리베이터,경비실CCTV카메라수,경비실CCTV모니터수,택비방식,경비예산 지출액,경비근무형태,경비근무시간,경비휴게시간,홈네트워그,아파트청소구역,지하주차대수,음식물처리방식,청소기타구역,청소 연간예산 지출액,청소근무시간,청소근무일자,청소일근무시간,청소세대당청소인원,청소방법,소독면적,소독구역,소독년횟수,소독 년 예산 지출액,소독약품,엘리베이터 수,엘리베이터 계약방식,엘리베이터 설치년도 운행,엘리베이터 종류,엘리베이터 운행층,엘리베이터 관리형태,엘리베이터 년 예산지출,엘리베이터 수리비,엘리베이터 월수리건수,하자보수진행상태,수선유지충당금부고방식,수선유지충당금,수선유지충당메인 항목,수선유지대체금,전체동수,전화번호,팩스번호,급수시설,주소(나머지),아파트고유번호,우편번호,좌표X,좌표Y,관리사번호,주소(도로명),주소(도로 상세주소),법정동주소,단지분류,도로명주소,전용면적별 세대현황1,전용면적별 세대현황2,85_135이하,135초과,최초등록일자,최종등록일자,주거전용면적
1990,A12275501,DMC자이1단지,서울,은평구,수색동,,2009-09-24 00:00:00.0,82069,32207,209,2013-03-07 09:46:57.0,2013-06-23 15:09:51.0,2013-06-23 15:09:51.0,Y,7,7,6,지에스 건설,지에스 건설,,0.00,,19,698,,"헬스장, 골프연습장, 연회장, 독서실, 찜질방, 사우나, 연회장, 코인세탁실, 게스트룸",3900,선임,직접관리,관리,관리,,1275024536,전산장부,,,,,,1211424630,격일제,24시간,6시간,유,단지,,,,383424587,오전 9시부터 ~ 오후 4시까지,,1시간,,,412227,용역,3회이상,13936136,,41대,입찰,약 13년이상,엘지산전,4층~13층,,33945200,54000000,,,매월부과,265120470,공동부분,0,31,02-423-0274,424-8146,고가수조,7,2198260044,138240,127.0994131,37.519587,,올림픽로35길,104,서울특별시 송파구 신천동 11 신천장미1차2차,아파트,서울특별시 송파구 올림픽로35길 104,0,1988,1162,,,2019-05-20 07:34:17.0,320135.9
1265,A13083102,래미안이문2차,서울,동대문구,이문1동,,2004-04-13 00:00:00.0,92901,65497,648,2013-03-07 09:46:16.0,2013-06-23 15:00:13.0,2013-06-23 15:00:13.0,Y,6,8,8,삼성물산,이문5재개발조합,2004-04-01 00:00:00.0,4111.46,78.42|104.62|135.24|177.62,23|,777,,헬스장,2750,선임,,유,유,,0,전산,각동 경비실,유,160대,"놀이터, 주차장, 엘레베이터, 관리소,동대표회의실",무,879000000,격일제,24시간 격일근무,6시간,유, 층 공용부분,무, ,무,172897200,오전 9시부터 오후 3시 30분,,오후 12시부터~1시30분,23분지 1,복도 물걸레,237406,도포식 및 분무,정규소독 4회 추가소독 매달실시,19770000,,45대,,"(2008)년도 교체,연간 운행",VVVF 승객용,전층운행,2008년 전면교체,0,6023160,무,,수선유지비(매월부과),0,,0,25,02-971-1064,02-979-8161,고가수조,502-1,210-82-61823,139863,127.0641156,37.6420264,210-82-61823-0,동일로207길,18,서울특별시 노원구 중계동 502-1 중계그린,아파트,서울특별시 노원구 동일로207길 17,3481,0,0,,,2019-05-20 02:29:57.0,166374.24
2006,A15096001,신길자이,서울,영등포구,신길1동,,2011-06-30 00:00:00.0,32611,21074,198,2013-03-07 09:46:59.0,2013-06-23 11:47:46.0,2013-06-23 11:47:46.0,Y,4,5,3,GS건설,신길동제5구역재개발주택조합,2009-12-01 00:00:00.0,1803.14,82.5|108.9|141.9,20|,226,신길자이 아파트는 신길동 해군회관 근처에 위치한 아파트로서 헬스장 시설이 되어있어 주민의 건강관리에 일조를 하고 있읍니다. ,헬스장,1000,선임,직원선임,관리,유,,0,전산,"경비실,관리실",경비실 호출 가능,4,"단지 출입구,지하주차장,승강기,현관",,0,격일 ,,,경비실과 응답 가능,19층 6개라인,지하주차장 2개소,3개소  주3회 용역업체 수거,,0,평일 5시간  토요일 3시간,,평일2,141.5세대/1인,,28260,"분무,먹이,","정기2,추가10,수목5",3282000,,6,,10,로프식WCVF,"지하2,지상19 전층",로프/쉬브,5544000,911790,,,,0,,0,5,02-498-6354,02-498-6263,고가수조,709,206-80-05226,133721,127.0501613,37.5484228,20680052260,상원6길,14,서울특별시 성동구 성수동1가 709 성수2차대우,아파트,서울특별시 성동구 상원6길 16,96,187,0,,,2019-05-19 23:52:46.0,21633.07
886,A15088614,롯데캐슬엠파이어,서울,영등포구,여의도동,www.empireapt.com,2005-05-02 00:00:00.0,114226,79678,406,2013-03-07 09:46:28.0,2013-06-23 11:57:00.0,2013-06-23 11:57:00.0,Y,43,13,14,롯데건설,백조재건축 조합,,0.00,,39층,0,,해당업음(주상복합),8000,선임,직원선임,관리,유,0,96899830,전산,관리사무소, 여,32개,"승강기,현관입구,지하주차장",택배 수령 및 발송,53032020,격일제,전일 06시 부터 익일 06시까지,"주간 3시간 (7~8,12~13,18~19) 야간 3.2시간(A조 22시~ 01시15분, B조 01시15~04시30분)",유,"건물내부(복도.계단),논슬립,대청소","243대/8,154",,관리동,28284000,오전 9시 30분~ 3시30분 ,,점심시간 12~13시,88.7세대 / 1명,복도 물걸레 (1회/주) 현관은 매일,26809,"세대.계단,화단","세대 매월,수목 매월(동절기제외)",2553390,미툴키,6대,부분단순계약,"1998년설치,11년운행",로프식,"1,2층제외","레일가이드슈,비상전원장치,도어슈,도어콘트롤,메인로프,메인쉬브",4428000,876150,0.5건/월,"1,3,10년차종결",매월부과-정산제,10453150,"설비 (정화조청소비,물탱크 청소비,승강기검사비)",876150,2,02-432-1903,432-1902,고가수조방식,1519,204-80-02621,131-84,127.0729702,37.5889278,20485103680,중랑천로,43,서울특별시 중랑구 면목동 1519 면목신성은하수,아파트,서울특별시 중랑구 중랑천로 43,153,56,57,,,2019-05-20 00:37:09.0,19802.38
1685,A10045301,신당남산타운임대,서울,중구,신당동,happy.i-sh.co.kr/main.do?deptid=70154,2002-05-26 00:00:00.0,95282,94136,2034,2013-03-07 09:46:37.0,2013-11-19 16:43:19.0,2013-11-19 16:43:19.0,Y,12,16,8,동아건설,sh공사,2000-08-01 00:00:00.0,0.00,,18층|,776,,"한솔어린이집, 한국체육관",3850(650),Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,02-302-3105,02-302-3107,,481,A12013003,120130,126.9109013,37.572773,,수색로,100,서울특별시 서대문구 북가좌동 481 DMC래미안e편한세상,아파트,서울특별시 서대문구 수색로 100,986,1657,504,,,2019-05-20 03:09:02.0,271661.76
1720,A13790730,"잠원한신4지구(8차~11차,17차)",서울,서초구,잠원동,한신4지구.apti.co.kr,1981-02-04 00:00:00.0,227373,227373,2640,2013-03-07 09:46:39.0,2013-06-23 12:47:45.0,2013-06-23 12:47:45.0,Y,20,90,24,한신공영,한신공영,,0.00,,12,200,,"테니스코트4면, 노인정4개소, 놀이터5개소",6000,선임,안전관리자 선임 상주,"화재수신반,승강기비상호출",,,0,전상장부,관리실,유,91,"승강기 내부, 지하주차장, 놀이터, 각동 출입구 등",세대방문시 부재중 경비실,0,격일근무 ,24시간,,유,층 라인,455,4개소 3회/주,"외곽청소, 대청소, 재활용",0,평일 오전9시 ~ 오후 4시 토요일 오전9시~ 오후 12시,,,5라인,복도물걸래,42266,"독먹이식 : 세대, 계단, 지하 주차장, 관리실",세대 12회 수목 4회,0,,17,전체(FM),2003년 설치 6년간 운행,로프식,전층운행,,0,0,1건/월,3년차 진행,"년간 분할부과, 매월부과",0,"건축, 설비, 전기, 소방, 통신, 조경",0,9,02-813-9922,02-813-5426,부스타방식,421,1088002793,156035,126.9511199,37.5018787,1088002793,상도로55길,47,서울특별시 동작구 상도동 421 래미안상도2차,아파트,서울특별시 동작구 상도로55길 47,173,174,84,,,2019-05-20 05:47:50.0,34752.774
1238,A15210212,오류동 영풍마드레빌,서울,구로구,오류2동,,2002-07-29 00:00:00.0,88905,68276,627,2013-03-07 09:47:01.0,2013-04-24 14:35:02.0,2013-04-24 14:35:02.0,Y,21,8,7,영풍산업(주),영풍산업(주),2002-07-01 00:00:00.0,4673.33,86.28|115.04,16|24,670,,"테니스장,헬스장,탁구장,어린이놀이터",1950,필수,,관리,유,,0,전산 장부,관리소,유,5,"놀이터, 주차장, 엘레베이터, 관리소",무,0,격일제,8시~익일8시까지,"주간: ~ ( 2시간), 야간: ~ (2시간)",유, 층 라인,"수량:4 개, 면적: 13,912,131㎡",위탁,,0,"평일:9 ~16 ( 6시간), 토: 9~12 (3시간)",,주간:12 ~ 1( 1시간),,복도 물걸레( 회/주),0,"연막, 분무, 독먹이식 : 세대, 계단, 지하, 주차장",년12회,0,,10,전체(FM),( 2003)년도 설치 ( 7)연간 운행,로프식(15인승 화물용겸용),1층제외,안내음성 D판교체,0,0,1건/월,,수선유지충당금(년간분할부과),0,,0,8,02-922-0634,02-922-0635,지하수조,보문아이파크,209-82-62759,02870,127.0166232,37.5855901,90700037511,지봉로21길,19,서울특별시 성북구 보문동3가 2 보문아이파크,아파트,서울특별시 성북구 지봉로21길 19,176,195,60,,,2019-05-20 01:00:49.0,33819.65
1559,A15010502,양평한신,서울,영등포구,양평동5가,www.yhanshin.com,1996-04-01 00:00:00.0,145296,118388,1215,2013-03-07 09:46:40.0,2013-06-23 12:07:49.0,2013-06-23 12:07:49.0,Y,15,18,12,한신공영(주),양평동 한신 연합주택조합,,0.00,,20,1290,,"테니스장,운동장,어린이놀이터,노인정,에어로빅",3600,선임,선임(상주),관리,유,,212859193,전산,관리소,유,,,유,116640000,격일제,19시간,"주간:~ (3시간), 야간:~(2시간)",무,층 라인,,7개소 3회/주,"외곽청소, 대청소, 논슬립, ",44872100,"평일:09:00~15:30(5시간), 토:09:00~12:00(3시간)",,오전11시30분~오후1시(1시간 30분),(108세대/명),복도 물걸레(1회/주),41798,"분무, 독먹이식 : 세대","세대:4회/년, 수목:6회/년, 기타: 회/년",3037800,맥스포스겔,층용 24대,전체(FM),(1985)년도 설치 (24)연간 운행,로프식,"1,2층제외",,22461330,0,4건/월,"(1,2,3,4,5,10 년차 종결)",수선유지비(매월부과),14816370,건축,0,9,02-949-3071,02-949-3072,부스터방식,254,217-80-00779,139800,127.0854776,37.6245525,90700315001,노원로,29,서울특별시 노원구 공릉동 254 공릉태릉우성,아파트,서울특별시 노원구 노원로 29,0,432,0,,,2019-05-20 02:02:57.0,32797.44
1741,A15180705,관악드림타운,서울,관악구,성현동,WWW.dreamtownapt.com,2003-09-06 00:00:00.0,531140,389396,3544,2013-03-07 09:46:18.0,2019-04-08 17:24:32.0,2019-04-08 17:24:32.0,Y,23,50,29,"삼성물산,동아건설","삼성물산,동아건설",,0.00,,27층,5404,,"테니스장,문화센타,탁구장,독서실",10500,"기사1명,기능사1명",상근관리,유,,"경로당,문화센타,독서실,탁구장,테니스장",0,,방재실,호출,132,주차장. 승강기. 현관입구. 사무실복도.,관리사무소,0,격일,20,주간2시간  야간2시간,응답,단지내 전체,년 3회,늘푸른환경,계단 년2회 물청소,0,평일 09:00-16:00    토요일  09:00-12:00,,12:00부터13:00,41279,내부4명. 외곽1명,49614,"실내소독은 점도포식, 저농도 분무법, 분사식, 부착식. 실외소독은 가열 연막소독, 구서작업은 급만성살서법.  수목소독은 동력 분무소독으로 실시한다.",12,0,,18,승강기 점검보수,2,비상용,지하3층. 지상15층,,0,1386000,,하자보수중,,0,공용부분 수선유지 보수비 지출,0,8,02-588-2778,02-588-2779,부스타,1154,108-80-07503,156090,126.9702595,37.4790915,90801143081,사당로16길,96,서울특별시 동작구 사당동 1154 사당휴먼시아,아파트,서울특별시 동작구 사당로16길 96,96,384,0,,,2019-05-20 05:53:47.0,38308.12
1691,A13377703,행당한진타운,서울,성동구,행당2동,hanjin.tv/,2000-11-07 00:00:00.0,322555,235019,2123,2013-03-07 09:46:39.0,2016-06-02 14:58:38.0,2016-06-02 14:58:38.0,Y,17,24,20,한진중공업,금호1-6지구재개발조합,2000-11-01 00:00:00.0,15388.15,235019.24,16|25,2615,"



우리아파트는 26평형(6개동748새대)33평형(8개동805세대)44평형(7개동570세대) 총21개동2123세대로구성된 단지로 난방은 개별난방이며 단지가 높지만 전단지가 평탄한 지면으로 되어있다. 수목이 우거져 여름에는 매우 쾌적하고 시원한 단지이다. 그리고 일부동의 고층은 한강이 보이는 조망성이 우수하다.? 최근 시공사의 주민숙원공사로 각동 현관인테리어와 아파트 내외부 도색공사로 새아파트와 같이 잘관리되고있습니 다.","테니스장, 한진헬스, 노인정",6750,필수,전기안전대행업체위탁,관리,무,,0,전산 장부,각동경비실,있음,7,"승강기및각동출입구, 지하주차장",,0,격일근무,19시간제,5시간,설치되어있음,5개동청소,,위탁관리,,35288160,4시간30분,,1시간,,수작업,51467,위탁의 의한 실내소독 실외소독 수목소독,4회 추가9회 수목소독,4038000,,10대,위탁관리,1998년,로프식 고층용,2층제외한 전층,,6600000,550000,3건,,즉시상각,0,중앙난방보일러부품 세관청소비 검사비등,0,5,02-831-4764,02-6674-4765,수조공급방식,607-1,108-82-60711,150811,126.8949211,37.5069364,908-01-10721-1,도영로,2-5,서울특별시 영등포구 대림동 607-1 대림코오롱,아파트,서울특별시 영등포구 도영로 2-5,200,197,84,,,2019-05-20 05:39:15.0,40051.65
1475,A13204204,창동대우,서울,도봉구,창2동,cdw.apthome.net,1995-11-24 00:00:00.0,116476,91227,952,2013-03-07 09:46:33.0,2015-06-29 15:59:10.0,2015-06-29 15:59:10.0,Y,9,13,9,대우건설,중부주택,,8118.45,,19층,1016,,"테니스장, 독서실",2200,필수,상주,관리,무,,218186050,아파트데스크,,,,,,88657080,격일,24,5,,,,,,91924180,,,,,,0,,,9500500,,22대,,,,,,17787000,1452000,,,,5450680,,0,14,02-302-0718,02-302-0714,,상암월드컵파크6단지,105-82-65186,03905,126.8842686,37.5798306,10582651860,상암산로1길,57,서울특별시 마포구 상암동 1689 상암월드컵파크6단지,아파트,서울특별시 마포구 상암산로1길 57,0,158,326,,,2019-05-20 03:34:44.0,47364.06
1508,A14002501,파크타워,서울,용산구,용산동5가,PARKTOWER.co.kr,2009-05-15 00:00:00.0,272512,155180,888,2013-03-07 09:46:35.0,2015-04-27 15:48:59.0,2015-04-27 15:48:59.0,Y,20,34,19,"삼성물산,현대건설",용산공원남측 도시확경정비사업조합,2009-05-01 00:00:00.0,16875.04,102~324,40|,2159,?,"클럽하우스,골프연습장,헬스장,사우나(남,여),독서실,노래방,DVD룸,연회장,키즈룸,게스트룸,코인세탁실,어린이놀이터 등",15450,선임,직원선임,관리,有,"헬리포트,쓰레기이송설비,정화조,분수대,하론설비,중수조,CCTV카메라,주차차단기,방재실,전기실,발전기실,기계실,공조기,빗물저장탱크,보일러,열교환기,정수처리장치,중수처리장치,빗물처리장",0,전산.장부,전기실,유,,"어린이놀이터, 관리사무소, 엘리베이터안,1층 현관",무,0,격일제,24시간 근무,"주간:2.5시간,  야간:2시간",유,,,,"외곽청소, 물청소 1년 1회",0,오전9시~오후4시,,,,,203187,"연막,분무.도포",,0,,21대,,5년,로프식,1.2층 제외,,14414400,1201200,,,수선충당금(1년간 분할),0,"설비,전기,소방,통신,조경 등",0,37,02-2647-0539,02-2647-0540,부스터방식,902번지,117-82-60660,158751,126.8762201,37.5374403,907-00-32101-1,목동서로,70,서울특별시 양천구 목동 902 목동2단지,아파트,서울특별시 양천구 목동서로 70,0,400,1049,,,2019-05-20 03:55:00.0,163931.27
1880,A15870101,목동트라팰리스,서울,양천구,목동,www.mokdongtrapalace.co.kr,2009-01-23 00:00:00.0,219125,89723,522,2013-03-07 09:46:43.0,2016-07-01 17:53:52.0,2016-07-01 17:53:52.0,Y,20,20,17,삼성물산,"(주)스타코, (주)이스타빌건설",2009-01-01 00:00:00.0,0.00,139.87|155.59|158.95|181.93|200.93|203.64|221.00|262.33|263.73|296.95|262.79|264.19|297.47,41|49,1120,"<p><font color=""#0000ff"" face=""맑은 고딕"" size=""3""><strong>하늘과 맞닿은 대한민국 주상복합의 자존심 목동트라팰리스</strong></font></p>","커뮤니티시설(독서실,연회장,게스트룸,노래방,DVD룸,골프장,헬스장,코인세탁실)",9220,선임,직원선임,관리,유,,181903690,홍진데이타서비스(주),동별,유,32,각동아파트.에레베이터.지하주차장.어린이놀이터.옥외계단.기타,무,158725560,격일제,"일9시간(평일,토요일,휴일 24시간 교대 근무)",총6시간(주간2시간.야간4시간),유,"각동 층 , 라인","수량3개소. 면적6,504.94m2)",5개소(2.5회/주),대청소.논슬립.,55681200,평일09:00-15:00(5시간). 토요일09:00-12:00(3시간). 휴일(휴무),,1, 86(430/5),"복도,계단 등 물걸레 (2/주) ",46926,"독먹이식,분무식,연막소독,구서작업.","년4회(세대추가소독:매월,수목소독:년8회 등))",5961480,"1.살균제:헥시코나졸,만코지,2.살충제:메프,피레스,코니도,메치온,다니틀,메프 등",9,전체(FM),12,VLA-PA13(승객용 로프식 13인용),18-24,로프.도르레.브레이크.추락방지장치.메인기판.,21600000,1348380,   5/월,10년차 하자종결,"병행(년간분활부과-정화조청소비,보일러세관 등.매월부과-건축,설비등 일반적수선))",40296410,"건축,설비,전기,소방,통신,조경",0,5,02-2296-2051,02-2296-2053,고가수조,817,206-82-61085,133050,127.0402374,37.5661691,206-82-61085-0,마장로,271,서울특별시 성동구 마장동 817 마장삼성,아파트,서울특별시 성동구 마장로 271,198,162,70,,,2019-05-19 23:37:40.0,35039.04
1371,A15807315,신정동일하이빌,서울,양천구,신정3동,www.hivill.or.kr,2005-10-28 00:00:00.0,139670,95985,770,2013-03-07 09:46:24.0,2018-02-08 15:25:24.0,2018-02-08 15:25:24.0,Y,7,13,13,동일토건,동일토건,2005-10-01 00:00:00.0,6317.29,143.369|141.018|111.225|109.425,25|12,1105,"<p>대통령상에 빛나는 ,꿈과 사랑이 있는 </p><p>신정동일 하이빌아파트 <a href=""http://www.highvill.or.kr/"">http://www.highvill.or.kr/</a></p>",커뮤니티시설,4300,선임,직원선임,"화재수신반(관리), 승강기비상호출(관리), CCTV 야간당직자(관리)",,,285132922,홍진데이타 서비스(주),관리사무소,호출,177,"각 동 현관 출입구, E/L카 내부, 주차장 건물, 주차차단기, 놀이터",각 초소별,173073330,"24시간 2교대, 격일근무",18시간 40분(오전 5시~ 익일 오전5시),5시간 20분,수동,"동별 현관 출입구, 층별 현관, 계단실, E/L카, 복도",2개소,위탁 수거(세대당1300원),"관리실, 회의실, 주차장 건물",91279995,"평일:오전07시~15시까지, 토요일: 오전08시 ~12시까지(5시간30분)",,1시간 30분,1.6개동,"비질, 대걸레질, 물청소",99587,"세대 내 소독 및 수목소독, 공동구 소독, 구서작업","4회이상 정기소독 년중 3개월에 1회, 추가소독 수시, 수목소독 4월~9월",9489290,"뉴맥스 포스겔,로취제로겔,디멘드CS,롱다운,킬트랩(station,컴배트형)",26대,"단수계약(POG)계약, 월2회 점검",3년,"로프식 22대, 유압식 4대",전층운행,,24024000,3494700,월10회 이내,"1년차, 2년차, 3년차 하자소송 진행 중","매월부과,제곱미터당 세대별 부과",23867790,"저수조청소, 정화조청소, 전기검사, 승강기 검사, 소방시설점검, 어린이놀이터 배상보험, 건축,설비,전기,소방,통신,조경,토목",0,15,(02)6382-2800,02-6382-2801,지하저수조1개소 가입급수방식 1550톤 ,145번지,110-82-64893,120040,126.958455,37.5676522,90700068921,독립문로8길,54,서울특별시 서대문구 천연동 145 서대문천연뜨란채아파트,아파트,서울특별시 서대문구 독립문로8길 54,868,140,0,,,2019-05-20 02:58:48.0,58486.51
2125,A14077902,한남더힐,서울,용산구,한남동,,2011-01-07 00:00:00.0,211772,207137,600,2013-03-07 09:46:58.0,2017-09-22 17:33:57.0,2017-09-22 17:33:57.0,Y,18,28,27,금호건설,한스자람(주),2011-01-01 00:00:00.0,32399.48,,지하2|12,1717,,"커뮤니티,경로당,관리사무실,입주자집회소,어린이놀이터,주민운동시설,주차장등",8000,선임,직원선임,"감시적,단속적 근로 cctv 야간당직",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,02-2213-1150,02-2216-0069,,425-1,B13001001,130100,127.0651455,37.5655892,907-00-04515-1,천호대로83길,71-7,,,,,,,,,,
